ID,Company / Brand / Platform,Entity Type,Primary Category,Sub-category,Country / Region,Description,ADC Relevance,Priority Score,Priority,AI / Data Relevance,Potential Use Case,Public Contact,Official Website,LinkedIn,Research Search URL,Verification Status,Last Reviewed,Notes
ST-0100,Smartabase,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Smartabase+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0101,Sony Sports Businesses,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sony+Sports+Businesses+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0102,Spiideo,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Spiideo+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0103,Sportalytics,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sportalytics+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0104,Sportec Solutions,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sportec+Solutions+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0105,Sportlogiq,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sportlogiq+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0106,SportMonks,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=SportMonks+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0107,Sportradar,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sportradar+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0108,Sportradar Synergy,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sportradar+Synergy+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0109,SportsCode,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=SportsCode+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0110,SportsDataIO,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=SportsDataIO+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0111,SportsMechanics,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,India,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,75,Medium,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=SportsMechanics+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0112,SportVU,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=SportVU+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0113,Sportz Interactive,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,India,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,75,Medium,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Sportz+Interactive+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0114,Stats Perform,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Stats+Perform+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0115,Stats Perform Opta,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Stats+Perform+Opta+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0116,StatsBomb,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=StatsBomb+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0117,STATSports,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=STATSports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0118,StepOut,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=StepOut+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0119,Stupa Sports Analytics,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,India,"Sports data, performance analytics, video intelligence, or decision-support technology.",Direct / Adjacent Competitor,100,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=Stupa+Sports+Analytics+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0120,SwingVision,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=SwingVision+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0121,Synergy Sports,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Synergy+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0122,The Sports DB,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=The+Sports+DB+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0123,Tracab,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Tracab+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0124,Track160,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Track160+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0125,TrackMan,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=TrackMan+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0126,Twelve Football,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Twelve+Football+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0127,Twenty First Group,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Twenty+First+Group+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0128,VALD Performance,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=VALD+Performance+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0129,WSC Sports,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=WSC+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0130,Wyscout,Company / Brand / Platform,Sports Data & Analytics,Analytics & Intelligence,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=Wyscout+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0131,Zebra Technologies,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Zebra+Technologies+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0132,Zone7,Company / Brand / Platform,Sports Data & Analytics,Sports Data & Analytics,Global / verify,"Sports data, performance analytics, video intelligence, or decision-support technology.",Data / Technology Partner,60,Longlist,High,"Data integration, athlete scoring, performance analytics, or wearable intelligence.",,,,https://www.bing.com/search?q=Zone7+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0133,Abhinav Bindra Targeting Performance,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Abhinav+Bindra+Targeting+Performance+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0134,ArbiterSports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=ArbiterSports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0135,Athlete Data Company,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Analytics & Intelligence,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=Athlete+Data+Company+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0136,Athlete Lab,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Athlete+Lab+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0137,Athlete365,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Athlete365+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0138,AthletesGoLive,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=AthletesGoLive+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0139,Ballogy,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Ballogy+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0140,BeRecruited,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=BeRecruited+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0141,Blinkfire Analytics,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Analytics & Intelligence,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Blinkfire+Analytics+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0142,BridgeAthletic,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=BridgeAthletic+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0143,CaptainU,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=CaptainU+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0144,CoachMePlus,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Coaching & Fitness,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=CoachMePlus+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0145,CoachNow,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Coaching & Fitness,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=CoachNow+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0146,Dream Sports Foundation,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Dream+Sports+Foundation+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0147,Elevent,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Events & Venues,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Elevent+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0148,Eyeball.Club,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Eyeball.Club+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0149,FastModel Sports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=FastModel+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0150,FieldLevel,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=FieldLevel+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0151,Fieldoo,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Fieldoo+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0152,Futbol Sites,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Futbol+Sites+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0153,GameChanger,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=GameChanger+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0154,Global Athlete,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Global+Athlete+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0155,Global Sports Archive,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Global+Sports+Archive+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0156,GMTM,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Direct / Adjacent Competitor,85,High,High,"Benchmark product, positioning, pricing, datasets, and GTM.",,,,https://www.bing.com/search?q=GMTM+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0157,GoSports Foundation,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=GoSports+Foundation+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0158,Greenfly,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=Greenfly+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
ST-0159,GumGum Sports,Company / Brand / Platform,"Athlete Platforms, Scouting & Sponsorship",Athlete Platforms,Global / verify,"Athlete discovery, digital profiles, scouting, sponsorship, or team workflow platform.",Potential Partner / Customer,60,Longlist,High,"Partnership, customer discovery, integrations, or ecosystem access.",,,,https://www.bing.com/search?q=GumGum+Sports+official+company+sports,"Candidate identified - verify website, HQ, stage, and contacts before outreach",2026-08-06,Name/category curated for ecosystem mapping; blank fields intentionally require confirmation.
